Registrar,Enrolment Agency,State,District,Sub District,Pin Code,Gender,Age,Aadhaar generated,Enrolment Rejected,Residents providing email,Residents providing mobile number
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Ranaghat - II,741504,M,9,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Ranaghat - II,741504,M,11,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Ranaghat - II,741504,M,13,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Ranaghat - II,741504,M,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Ranaghat - II,741504,M,42,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741121,F,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741121,M,59,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741201,M,38,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741401,M,19,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741401,M,32,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741401,M,51,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,F,15,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,F,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,7,4,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,9,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,10,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,11,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,14,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,20,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,25,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,30,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,34,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,40,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,41,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,44,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,50,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,52,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,58,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,67,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741402,M,72,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,6,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,7,1,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,8,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,9,4,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,10,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,11,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,12,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,20,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,25,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,29,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,46,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,48,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,F,54,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,3,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,4,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,5,5,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,6,8,1,0,7
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,7,8,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,8,4,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,9,8,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,11,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,12,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,14,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,16,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,20,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,21,4,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,22,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,26,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,27,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,29,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,30,3,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,31,4,0,0,4
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,32,3,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,35,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,38,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,39,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,40,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,41,3,0,0,3
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,44,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,45,3,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,49,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,50,2,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,55,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,56,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,60,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,61,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,63,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,65,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,66,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,67,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,68,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,69,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,70,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,71,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,72,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741404,M,77,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Santipur,741507,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Taherpur,741159,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741103,F,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741103,M,29,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741155,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741155,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,F,1,0,1,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,F,2,2,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,F,80,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,M,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,M,19,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,M,20,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741160,M,41,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741163,M,18,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741163,M,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741165,F,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741165,M,9,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741165,M,28,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - I,741165,M,51,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741155,F,8,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741155,M,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741155,M,56,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,F,9,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,3,1,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,4,1,1,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,6,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,8,4,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,10,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,11,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,20,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,25,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,28,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,37,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,39,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,47,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - II,741156,M,54,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - Ii,741156,F,1,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,Nadia,Tehatta - Ii,741156,F,3,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,F,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,M,23,0,1,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,M,33,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,700121,M,50,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743126,M,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743145,F,2,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743145,F,3,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743221,F,56,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743221,M,6,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743221,M,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743221,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743704,F,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743704,M,5,1,1,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Amdanga,743704,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Baduria,743289,F,31,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Baduria,743289,F,52,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Baduria,743289,F,77,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Baduria,743293,M,3,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Baduria,743401,M,46,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743232,M,22,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743251,M,46,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,F,27,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,M,17,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,M,25,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,M,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,M,34,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743270,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,0,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,17,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,23,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,26,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,33,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,41,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,47,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,48,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,61,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Bagda,743297,M,72,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700121,M,2,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700121,M,3,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700121,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700121,M,62,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,F,1,1,0,1,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,13,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,22,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,27,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,29,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,33,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,36,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,37,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,45,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,57,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,61,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700125,M,65,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700126,F,35,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700126,M,4,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700126,M,49,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700127,M,12,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700127,M,24,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700130,M,21,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700130,M,31,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,700130,M,66,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,743248,M,15,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - I,743248,M,32,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700125,M,7,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700125,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,F,0,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,F,3,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,F,4,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,M,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,M,6,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,M,7,2,0,0,2
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,M,44,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700128,M,50,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700132,F,52,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700135,M,8,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,700135,M,24,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,1,1,0,0,0
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,5,1,0,0,1
Bank Of India,SREI INFRASTRUCTURE FINANCES L,West Bengal,North 24 Parganas,Barasat - II,743423,F,6,2,0,0,2
